"","date","site","n","species","eq_weights","site_weights"
"1",2010-09-01,"smith bridge",408.542435505467,"bnt",0.027027027027027,0.0142857142857143
"2",2010-09-07,"stephan",1215.14446854664,"bnt",0.027027027027027,0.0142857142857143
"3",2010-09-28,"twin bridge",490.311970112629,"bnt",0.027027027027027,0.02
"4",2011-09-06,"dam 4",354.540840682322,"bnt",0.027027027027027,0.0111111111111111
"5",2012-08-07,"ole dam",53.96461714908,"bnt",0.027027027027027,0.1
"6",2012-08-27,"hulbert",11.2585846153846,"bnt",0.027027027027027,0.1
"7",2012-09-04,"dam 4",624.319223098498,"bnt",0.027027027027027,0.0111111111111111
"8",2012-09-11,"williams",50.6250834274972,"bnt",0.027027027027027,0.1
"9",2013-09-03,"dam 4",527.042656051013,"bnt",0.027027027027027,0.0111111111111111
"10",2014-08-25,"smith bridge",383.985239852399,"bnt",0.027027027027027,0.0142857142857143
"11",2014-09-03,"stephan",1292.62646420824,"bnt",0.027027027027027,0.0142857142857143
"12",2015-08-18,"daisy bend",517.80089153046,"bnt",0.027027027027027,0.05
"13",2015-09-02,"smith bridge",449.471094710947,"bnt",0.027027027027027,0.0142857142857143
"14",2015-09-10,"stephan",691.668546637744,"bnt",0.027027027027027,0.0142857142857143
"15",2016-08-22,"twin bridge",135.413777416286,"bnt",0.027027027027027,0.02
"16",2016-08-24,"eamans",211.346666666667,"bnt",0.027027027027027,0.0333333333333333
"17",2016-08-29,"smith bridge",318.49938499385,"bnt",0.027027027027027,0.0142857142857143
"18",2016-09-07,"stephan",527.255531453362,"bnt",0.027027027027027,0.0142857142857143
"19",2017-07-25,"pollack",89.056,"bnt",0.027027027027027,0.1
"20",2017-08-14,"twin bridge",122.803181736721,"bnt",0.027027027027027,0.02
"21",2017-08-17,"eamans",2289.32,"bnt",0.027027027027027,0.0333333333333333
"22",2017-09-06,"dam 4",385.51239146165,"bnt",0.027027027027027,0.0111111111111111
"23",2018-08-21,"twin bridge",200.568521760708,"bnt",0.027027027027027,0.02
"24",2018-08-22,"eamans",221.833333333333,"bnt",0.027027027027027,0.0333333333333333
"25",2018-09-06,"dam 4",426.006240955137,"bnt",0.027027027027027,0.0111111111111111
"26",2019-09-05,"dam 4",444.337916063676,"bnt",0.027027027027027,0.0111111111111111
"27",2020-08-25,"smith bridge",356.451414514145,"bnt",0.027027027027027,0.0142857142857143
"28",2020-09-01,"stephan",793.718004338395,"bnt",0.027027027027027,0.0142857142857143
"29",2020-09-24,"daisy bend",245.236255572065,"bnt",0.027027027027027,0.05
"30",2021-08-23,"smith bridge",501.562115621156,"bnt",0.027027027027027,0.0142857142857143
"31",2021-08-31,"stephan",767.260737527115,"bnt",0.027027027027027,0.0142857142857143
"32",2021-10-06,"twin bridge",198.767008092199,"bnt",0.027027027027027,0.02
"33",2021-10-07,"dam 4",181.127894356006,"bnt",0.027027027027027,0.0111111111111111
"34",2022-08-22,"smith bridge",257.478474784748,"bnt",0.027027027027027,0.0142857142857143
"35",2022-09-07,"stephan",1100.49631236443,"bnt",0.027027027027027,0.0142857142857143
"36",2023-09-12,"dam 4",355.897159910433,"bnt",0.027027027027027,0.0111111111111111
"37",2024-10-05,"dam 4",472.519446468094,"bnt",0.027027027027027,0.0111111111111111
